file,line_number,original_line,japanese_text,english_text,french_translation,status,notes
Update/batsukoishi01.txt,242,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#945c44>トミー</color>＆<color=#a59da9>クラウド</color>＆<color=#c89a80>イリー</color>"", NULL, ""<color=#945c44>Tomi</color> & <color=#a59da9>Cloud</color> & <color=#c89a80>Iri</color>"", NULL, Line_ContinueAfterTyping); }",<color=#945c44>トミー</color>＆<color=#a59da9>クラウド</color>＆<color=#c89a80>イリー</color>,<color=#945c44>Tomi</color> & <color=#a59da9>Cloud</color> & <color=#c89a80>Iri</color>,,todo,
Update/batsukoishi01.txt,246,"	OutputLine(NULL, ""「「「見参ッ！！！」」」"",
		   NULL, ""\""\""\""On the scene!!!\""\""\"""", Line_Continue);",「「「見参ッ！！！」」」,"""""""On the scene!!!""""""",,todo,
Update/batsukoishi01.txt,253,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>圭一</color>"", NULL, ""<color=#956f6e>Keiichi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>圭一</color>,<color=#956f6e>Keiichi</color>,,todo,
Update/batsukoishi01.txt,255,"	OutputLine(NULL, ""「おわぁッ！！"",
		   NULL, ""\""Owah!!"", Line_ContinueAfterTyping);",「おわぁッ！！,"""Owah!!",,todo,
Update/batsukoishi01.txt,257,"	OutputLine(NULL, ""　み、みんな、こんな時間に何の用だよ？！"",
		   NULL, "" Wh-What do you three want at this hour?!"", Line_ContinueAfterTyping);",　み、みんな、こんな時間に何の用だよ？！, Wh-What do you three want at this hour?!,,todo,
Update/batsukoishi01.txt,259,"	OutputLine(NULL, ""　取り合えずどうして天井裏から現われたかは不問とするけどさぁ…。」"",
		   NULL, "" I'm not gonna ask why you showed up from inside the ceiling for now...\"""", GetGlobalFlag(GLinemodeSp));",　取り合えずどうして天井裏から現われたかは不問とするけどさぁ…。」," I'm not gonna ask why you showed up from inside the ceiling for now...""",,todo,
Update/batsukoishi01.txt,267,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#945c44>トミー</color>"", NULL, ""<color=#945c44>Tomi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#945c44>トミー</color>,<color=#945c44>Tomi</color>,,todo,
Update/batsukoishi01.txt,269,"	OutputLine(NULL, ""「決まってるじゃないか。"",
		   NULL, ""\""Isn't it obvious?"", Line_ContinueAfterTyping);",「決まってるじゃないか。,"""Isn't it obvious?",,todo,
Update/batsukoishi01.txt,272,"	OutputLine(NULL, ""僕たちはソウルブラザー、"",
		   NULL, "" We're siblings in spirit..."", Line_ContinueAfterTyping);",僕たちはソウルブラザー、, We're siblings in spirit...,,todo,
Update/batsukoishi01.txt,274,"	OutputLine(NULL, ""魂の兄弟だよ！！」"",
		   NULL, "" Soul Brothers!!\"""", GetGlobalFlag(GLinemodeSp));",魂の兄弟だよ！！」," Soul Brothers!!""",,todo,
Update/batsukoishi01.txt,288,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#c89a80>イリー</color>"", NULL, ""<color=#c89a80>Iri</color>"", NULL, Line_ContinueAfterTyping); }",<color=#c89a80>イリー</color>,<color=#c89a80>Iri</color>,,todo,
Update/batsukoishi01.txt,290,"	OutputLine(NULL, ""「そうですよＫ！"",
		   NULL, ""\""That's right, K!"", Line_ContinueAfterTyping);",「そうですよＫ！,"""That's right, K!",,todo,
Update/batsukoishi01.txt,292,"	OutputLine(NULL, ""　あなたの悩みは私たちの悩みです！！"",
		   NULL, "" Your worries are our worries!!"", Line_ContinueAfterTyping);",　あなたの悩みは私たちの悩みです！！, Your worries are our worries!!,,todo,
Update/batsukoishi01.txt,294,"	OutputLine(NULL, ""　あなたはさっき泣いていましたね？！"",
		   NULL, "" You were crying just now, weren't you?!"", Line_ContinueAfterTyping);",　あなたはさっき泣いていましたね？！," You were crying just now, weren't you?!",,todo,
Update/batsukoishi01.txt,296,"	OutputLine(NULL, ""　最近部活に勝てない、と！！」"",
		   NULL, "" About how you can't win at club games lately!!\"""", Line_Normal);",　最近部活に勝てない、と！！」," About how you can't win at club games lately!!""",,todo,
Update/batsukoishi01.txt,303,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#a59da9>クラウド</color>"", NULL, ""<color=#a59da9>Cloud</color>"", NULL, Line_ContinueAfterTyping); }",<color=#a59da9>クラウド</color>,<color=#a59da9>Cloud</color>,,todo,
Update/batsukoishi01.txt,305,"	OutputLine(NULL, ""「んっふっふっふ！"",
		   NULL, ""\""Nfu fu fu!"", Line_ContinueAfterTyping);",「んっふっふっふ！,"""Nfu fu fu!",,todo,
Update/batsukoishi01.txt,307,"	OutputLine(NULL, ""　あなたの願い、私たちが見事聞き届けてあげますよぅ！！"",
		   NULL, "" We shall grant your wishes brilliantly!!"", Line_ContinueAfterTyping);",　あなたの願い、私たちが見事聞き届けてあげますよぅ！！, We shall grant your wishes brilliantly!!,,todo,
Update/batsukoishi01.txt,309,"	OutputLine(NULL, ""　勝たせてあげます！！"",
		   NULL, "" We will make you win!"", Line_ContinueAfterTyping);",　勝たせてあげます！！, We will make you win!,,todo,
Update/batsukoishi01.txt,311,"	OutputLine(NULL, ""　勝てる力をあなたにあたえてあげます！！」"",
		   NULL, "" We will give you the strength to win!!\"""", GetGlobalFlag(GLinemodeSp));",　勝てる力をあなたにあたえてあげます！！」," We will give you the strength to win!!""",,todo,
Update/batsukoishi01.txt,315,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>圭一</color>"", NULL, ""<color=#956f6e>Keiichi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>圭一</color>,<color=#956f6e>Keiichi</color>,,todo,
Update/batsukoishi01.txt,317,"	OutputLine(NULL, ""「ぅ、うわあぁん、みんなぁ〜！！"",
		   NULL, ""\""U-Uwaaahn, everyone~!!"", Line_ContinueAfterTyping);",「ぅ、うわあぁん、みんなぁ〜！！,"""U-Uwaaahn, everyone~!!",,todo,
Update/batsukoishi01.txt,320,"	OutputLine(NULL, ""　ありがとう〜〜！！！！」"",
		   NULL, "" Thank you~~!!!!\"""", Line_Normal);",　ありがとう〜〜！！！！」," Thank you~~!!!!""",,todo,
Update/batsukoishi01.txt,335,"	OutputLine(NULL, ""　ひし！"",
		   NULL, ""Squeeze!"", Line_WaitForInput);",　ひし！,Squeeze!,,todo,
Update/batsukoishi01.txt,337,"	OutputLine(NULL, ""　堅く抱き合う男４人。"",
		   NULL, "" The four men engaged in a tight group hug."", GetGlobalFlag(GLinemodeSp));",　堅く抱き合う男４人。, The four men engaged in a tight group hug.,,todo,
Update/batsukoishi01.txt,342,"	OutputLine(NULL, ""　熱い友情にぐっと来る光景だった…。"",
		   NULL, ""It was a touching scene of ardent friendship..."", Line_Normal);",　熱い友情にぐっと来る光景だった…。,It was a touching scene of ardent friendship...,,todo,
Update/batsukoishi01.txt,351,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>Ｋ</color>"", NULL, ""<color=#956f6e>K</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>Ｋ</color>,<color=#956f6e>K</color>,,todo,
Update/batsukoishi01.txt,353,"	OutputLine(NULL, ""「勝ちたいのにどうしても勝てないんだ。"",
		   NULL, ""\""I want to win, but I just can't."", Line_ContinueAfterTyping);",「勝ちたいのにどうしても勝てないんだ。,"""I want to win, but I just can't.",,todo,
Update/batsukoishi01.txt,355,"	OutputLine(NULL, ""どうしてだろう…。」"",
		   NULL, "" I wonder why...\"""", GetGlobalFlag(GLinemodeSp));",どうしてだろう…。」," I wonder why...""",,todo,
Update/batsukoishi01.txt,364,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#a59da9>クラウド</color>"", NULL, ""<color=#a59da9>Cloud</color>"", NULL, Line_ContinueAfterTyping); }",<color=#a59da9>クラウド</color>,<color=#a59da9>Cloud</color>,,todo,
Update/batsukoishi01.txt,366,"	OutputLine(NULL, ""「Ｋ。"",
		   NULL, ""\""K."", Line_ContinueAfterTyping);",「Ｋ。,"""K.",,todo,
Update/batsukoishi01.txt,369,"	OutputLine(NULL, ""あなたはどうして勝ちたいんですか？"",
		   NULL, "" Why do you want to win?"", Line_ContinueAfterTyping);",あなたはどうして勝ちたいんですか？, Why do you want to win?,,todo,
Update/batsukoishi01.txt,372,"	OutputLine(NULL, ""　負けたくないから勝ちたいんですか？」"",
		   NULL, "" Do you want to win because you don't want to lose?\"""", Line_Normal);",　負けたくないから勝ちたいんですか？」," Do you want to win because you don't want to lose?""",,todo,
Update/batsukoishi01.txt,379,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>Ｋ</color>"", NULL, ""<color=#956f6e>K</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>Ｋ</color>,<color=#956f6e>K</color>,,todo,
Update/batsukoishi01.txt,381,"	OutputLine(NULL, ""「そりゃそうだよ…。"",
		   NULL, ""\""Well, yeah..."", Line_ContinueAfterTyping);",「そりゃそうだよ…。,"""Well, yeah...",,todo,
Update/batsukoishi01.txt,384,"	OutputLine(NULL, ""最近、罰ゲームがどんどん恥ずかしいのにエスカレートするんだ。"",
		   NULL, "" The punishment games have been escalating in embarrassment lately."", Line_ContinueAfterTyping);",最近、罰ゲームがどんどん恥ずかしいのにエスカレートするんだ。, The punishment games have been escalating in embarrassment lately.,,todo,
Update/batsukoishi01.txt,387,"	OutputLine(NULL, ""…だからビリだけは何とか回避したいし…。」"",
		   NULL, "" ...I just want to avoid being last place somehow...\"""", GetGlobalFlag(GLinemodeSp));",…だからビリだけは何とか回避したいし…。」," ...I just want to avoid being last place somehow...""",,todo,
Update/batsukoishi01.txt,396,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#c89a80>イリー</color>"", NULL, ""<color=#c89a80>Iri</color>"", NULL, Line_ContinueAfterTyping); }",<color=#c89a80>イリー</color>,<color=#c89a80>Iri</color>,,todo,
Update/batsukoishi01.txt,398,"	OutputLine(NULL, ""「その消極的な姿勢に問題があるのです！"",
		   NULL, ""\""That passive stance is the problem!"", Line_Continue);",「その消極的な姿勢に問題があるのです！,"""That passive stance is the problem!",,todo,
Update/batsukoishi01.txt,410,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#c89a80>イリー</color>"", NULL, ""<color=#c89a80>Iri</color>"", NULL, Line_ContinueAfterTyping); }",<color=#c89a80>イリー</color>,<color=#c89a80>Iri</color>,,todo,
Update/batsukoishi01.txt,412,"	OutputLine(NULL, ""　ビリを回避すれば罰ゲームにはならない。"",
		   NULL, ""If you avoid last place, you won't have to play the punishment games, you say?"", Line_ContinueAfterTyping);",　ビリを回避すれば罰ゲームにはならない。,"If you avoid last place, you won't have to play the punishment games, you say?",,todo,
Update/batsukoishi01.txt,415,"	OutputLine(NULL, ""そんな後ろ向きな闘志だから勝てないのですよ！！」"",
		   NULL, "" That lack of fighting spirit is the very reason you can't win!!\"""", Line_Continue);",そんな後ろ向きな闘志だから勝てないのですよ！！」," That lack of fighting spirit is the very reason you can't win!!""",,todo,
Update/batsukoishi01.txt,427,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>Ｋ</color>"", NULL, ""<color=#956f6e>K</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>Ｋ</color>,<color=#956f6e>K</color>,,todo,
Update/batsukoishi01.txt,429,"	OutputLine(NULL, ""「う、……う、……た、確かに！"",
		   NULL, ""\""*sob*... *sob*... Y-You're right!"", Line_ContinueAfterTyping);",「う、……う、……た、確かに！,"""*sob*... *sob*... Y-You're right!",,todo,
Update/batsukoishi01.txt,432,"	OutputLine(NULL, ""　今の俺は、優勝狙いじゃない。"",
		   NULL, "" Right now, I'm not after first place."", Line_ContinueAfterTyping);",　今の俺は、優勝狙いじゃない。," Right now, I'm not after first place.",,todo,
Update/batsukoishi01.txt,435,"	OutputLine(NULL, ""罰ゲームさえ回避できればそれでいいっと考えている…。」"",
		   NULL, "" I figure it's enough just to avoid the punishment games...\"""", GetGlobalFlag(GLinemodeSp));",罰ゲームさえ回避できればそれでいいっと考えている…。」," I figure it's enough just to avoid the punishment games...""",,todo,
Update/batsukoishi01.txt,445,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#945c44>トミー</color>"", NULL, ""<color=#945c44>Tomi</color>"", NULL, Line_ContinueAfterTyping); }",<color=#945c44>トミー</color>,<color=#945c44>Tomi</color>,,todo,
Update/batsukoishi01.txt,447,"	OutputLine(NULL, ""「気付いたようだね。"",
		   NULL, ""\""I see you've realized it."", Line_ContinueAfterTyping);",「気付いたようだね。,"""I see you've realized it.",,todo,
Update/batsukoishi01.txt,449,"	OutputLine(NULL, ""罰ゲームを恐れるがゆえに、君はいつの頃からか優勝を目指す貪欲な牙を失ってしまったんだ。」"",
		   NULL, "" At some point, your fear of the punishment games stripped you of your fangs of greed.\"""", GetGlobalFlag(GLinemodeSp));",罰ゲームを恐れるがゆえに、君はいつの頃からか優勝を目指す貪欲な牙を失ってしまったんだ。」," At some point, your fear of the punishment games stripped you of your fangs of greed.""",,todo,
Update/batsukoishi01.txt,457,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#c89a80>イリー</color>"", NULL, ""<color=#c89a80>Iri</color>"", NULL, Line_ContinueAfterTyping); }",<color=#c89a80>イリー</color>,<color=#c89a80>Iri</color>,,todo,
Update/batsukoishi01.txt,459,"	OutputLine(NULL, ""「その牙を取り戻した時、Ｋは本当の力を開花させるのです！！！」"",
		   NULL, ""\""When you regain those fangs, K, your true power will bloom once more!!!\"""", Line_Normal);",「その牙を取り戻した時、Ｋは本当の力を開花させるのです！！！」,"""When you regain those fangs, K, your true power will bloom once more!!!""",,todo,
Update/batsukoishi01.txt,466,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>Ｋ</color>"", NULL, ""<color=#956f6e>K</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>Ｋ</color>,<color=#956f6e>K</color>,,todo,
Update/batsukoishi01.txt,468,"	OutputLine(NULL, ""「さすが人生の先輩たちだぜ…。"",
		   NULL, ""\""You really are my seniors in life..."", Line_ContinueAfterTyping);",「さすが人生の先輩たちだぜ…。,"""You really are my seniors in life...",,todo,
Update/batsukoishi01.txt,471,"	OutputLine(NULL, ""言われるとおりだ……。"",
		   NULL, "" You're right..."", Line_ContinueAfterTyping);",言われるとおりだ……。, You're right...,,todo,
Update/batsukoishi01.txt,474,"	OutputLine(NULL, ""でも、どうやったら俺はその牙を取り戻せるんだろう…。」"",
		   NULL, "" But how am I supposed to get my fangs back...?\"""", GetGlobalFlag(GLinemodeSp));",でも、どうやったら俺はその牙を取り戻せるんだろう…。」," But how am I supposed to get my fangs back...?""",,todo,
Update/batsukoishi01.txt,482,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#a59da9>クラウド</color>"", NULL, ""<color=#a59da9>Cloud</color>"", NULL, Line_ContinueAfterTyping); }",<color=#a59da9>クラウド</color>,<color=#a59da9>Cloud</color>,,todo,
Update/batsukoishi01.txt,484,"	OutputLine(NULL, ""「あなたは罰ゲームが恐ろしくて、牙を失いました。"",
		   NULL, ""\""You lost your fangs because you were scared of the punishment games."", GetGlobalFlag(GLinemodeSp));",「あなたは罰ゲームが恐ろしくて、牙を失いました。,"""You lost your fangs because you were scared of the punishment games.",,todo,
Update/batsukoishi01.txt,491,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#a59da9>クラウド</color>"", NULL, ""<color=#a59da9>Cloud</color>"", NULL, Line_ContinueAfterTyping); }",<color=#a59da9>クラウド</color>,<color=#a59da9>Cloud</color>,,todo,
Update/batsukoishi01.txt,493,"	OutputLine(NULL, ""ですが、罰ゲームを思う時、再び牙を取り戻すこともできるのです！！」"",
		   NULL, ""But if you think about it, you can also use that to get them back!!\"""", GetGlobalFlag(GLinemodeSp));",ですが、罰ゲームを思う時、再び牙を取り戻すこともできるのです！！」,"But if you think about it, you can also use that to get them back!!""",,todo,
Update/batsukoishi01.txt,501,"	if (GetGlobalFlag(GADVMode)) { OutputLine(""<color=#956f6e>Ｋ</color>"", NULL, ""<color=#956f6e>K</color>"", NULL, Line_ContinueAfterTyping); }",<color=#956f6e>Ｋ</color>,<color=#956f6e>K</color>,,todo,
